ROM 1:20,καθορᾶται,n45001020011,νοούμενα,"['n45001020008', 'n45001020009', 'n45001020010']"
ROM 1:22,ἐμωράνθησαν,n45001022004,φάσκοντες,"['n45001022001', 'n45001022002', 'n45001022003']"
ROM 1:27,ἐξεκαύθησαν,n45001027012,ἀφέντες,"['n45001027006', 'n45001027007', 'n45001027008', 'n45001027009', 'n45001027010', 'n45001027011']"
ROM 1:32,ποιοῦσιν,n45001032018,ἐπιγνόντες,"['n45001032002', 'n45001032003', 'n45001032004', 'n45001032005', 'n45001032006', 'n45001032007', 'n45001032008', 'n45001032009', 'n45001032010', 'n45001032011', 'n45001032012', 'n45001032013', 'n45001032014']"
ROM 4:19,κατενόησεν,n45004019006,ἀσθενήσας,"['n45004019002', 'n45004019003', 'n45004019004', 'n45004019005']"
ROM 5:1,ἔχομεν,n45005001006,Δικαιωθέντες,"['n45005001001', 'n45005001003', 'n45005001004']"
ROM 5:6,ἀπέθανεν,n45005006012,ὄντων,"['n45005006004', 'n45005006005', 'n45005006006', 'n45005006007']"
ROM 5:9,σωθησόμεθα,n45005009010,δικαιωθέντες,"['n45005009004', 'n45005009005', 'n45005009006', 'n45005009007', 'n45005009008', 'n45005009009']"
ROM 5:10,κατηλλάγημεν,n45005010005,ὄντες,"['n45005010003', 'n45005010004']"
ROM 5:10,σωθησόμεθα,n45005010017,καταλλαγέντες,['n45005010016']
ROM 5:10,σωθησόμεθα,n45005010017,ὄντες,"['n45005010001', 'n45005010003', 'n45005010004', 'n45005010005', 'n45005010006', 'n45005010007', 'n45005010008', 'n45005010009', 'n45005010010', 'n45005010011', 'n45005010012', 'n45005010013']"
ROM 6:9,ἀποθνῄσκει,n45006009008,ἐγερθεὶς,"['n45006009004', 'n45006009005', 'n45006009006']"
ROM 6:18,ἐδουλώθητε,n45006018006,ἐλευθερωθέντες,"['n45006018001', 'n45006018003', 'n45006018004', 'n45006018005']"
ROM 6:22,ἔχετε,n45006022011,ἐλευθερωθέντες/δουλωθέντες,"['n45006022003', 'n45006022004', 'n45006022005', 'n45006022006', 'n45006022008', 'n45006022007', 'n45006022009', 'n45006022010']"
ROM 7:8,κατειργάσατο,n45007008009,λαβοῦσα,"['n45007008001', 'n45007008003']"
ROM 7:11,ἐξηπάτησέν,n45007011009,λαβοῦσα,"['n45007011004', 'n45007011005']"
ROM 8:3,κατέκρινε,n45008003025,πέμψας,"['n45008003014', 'n45008003015', 'n45008003016', 'n45008003017', 'n45008003018', 'n45008003019', 'n45008003020', 'n45008003021', 'n45008003022', 'n45008003023', 'n45008003024']"
ROM 9:22,ἤνεγκεν,n45009022014,θέλων,"['n45009022003', 'n45009022006', 'n45009022007', 'n45009022008', 'n45009022009', 'n45009022010', 'n45009022011', 'n45009022012', 'n45009022013']"
ROM 9:28,ποιήσει,n45009028006,συντελῶν/συντέμνων,"['n45009028003', 'n45009028004', 'n45009028005']"
ROM 9:31,ἔφθασεν,n45009031009,διώκων,"['n45009031003', 'n45009031004', 'n45009031005']"
ROM 10:3,ὑπετάγησαν,n45010003017,ἀγνοοῦντες/ζητοῦντες,"['n45010003001', 'n45010003003', 'n45010003004', 'n45010003005', 'n45010003006', 'n45010003007', 'n45010003008', 'n45010003009', 'n45010003011', 'n45010003010']"
ROM 11:17,ἐνεκεντρίσθης,n45011017011,ὢν,"['n45011017009', 'n45011017010']"
ROM 12:20,σωρεύσεις,n45012020018,ποιῶν,"['n45012020013', 'n45012020015']"
ROM 14:9,κυριεύσῃ,n45014009013,ζώντων,"['n45014009009', 'n45014009010', 'n45014009011', 'n45014009012']"
ROM 15:28,ἀπελεύσομαι,n45015028010,ἐπιτελέσας/σφραγισάμενος,"['n45015028001', 'n45015028003', 'n45015028004', 'n45015028005', 'n45015028006', 'n45015028007', 'n45015028008', 'n45015028009']"
ROM 15:29,ἐλεύσομαι,n45015029011,ἐρχόμενος,"['n45015029004', 'n45015029005', 'n45015029006']"
ROM 15:32,συναναπαύσωμαι,n45015032010,ἐλθὼν,"['n45015032002', 'n45015032003', 'n45015032004', 'n45015032005', 'n45015032006', 'n45015032007', 'n45015032008', 'n45015032009']"
ROM 7:3,ζῶντος,n45007003003,ζῶντος,"['n45007003003', 'n45007003004', 'n45007003005']"
ROM 12:9,ἀποστυγοῦντες,n45012009004,ἀποστυγοῦντες,"['n45012009004', 'n45012009005', 'n45012009006']"
ROM 12:17,ἀποδιδόντες,n45012017005,ἀποδιδόντες,"['n45012017001', 'n45012017002', 'n45012017003', 'n45012017004', 'n45012017005']"
ROM 12:17,προνοούμενοι,n45012017006,προνοούμενοι,"['n45012017006', 'n45012017007', 'n45012017008', 'n45012017009', 'n45012017010']"
ROM 12:18,εἰρηνεύοντες,n45012018009,εἰρηνεύοντες,"['n45012018001', 'n45012018002', 'n45012018003', 'n45012018004', 'n45012018005', 'n45012018006', 'n45012018007', 'n45012018008', 'n45012018009']"
